,Title,Artist,URI
734,lolli lolli (pop that body),"three 6 mafia feat. project pat, young d and superpower",4xWMTkwknjh8FzxNrkwLl6
735,love like this,natasha bedingfield feat. sean kingston,49ppqF73rOz5Nyt1paRxIF
736,burnin’ up,jonas brothers,2VEsmoek0sol9MnJFyoG9e
737,love lockdown,kanye west,1kxeWHF9PrCVZHvVskv8lg
738,i luv your girl,the-dream,3wkNK8tJZ2stygNJm8RCRD
739,crush,david archuleta,4wCD0qOFNRu1Q6O3N6ycm4
740,hypnotized,plies feat. akon,3LN41NUdHkyNqQhi9gExMm
741,good life,kanye west feat. t-pain,14blxrgE0VWAgv5aF2wWmx
742,womanizer,britney spears,4fixebDZAVToLbUCuEloa2
743,love story,taylor swift,3CeCwYWvdfXbZLXFhBrbnf
744,just fine,mary j. blige,33vzOPcd9FRirYGlCu32x4
745,piece of me,britney spears,2EvwLVrnYbCZEG6Kx5DCRy
746,the boss,rick ross feat. t-pain,3n5qF6aprwEIjHWuH5jECM
747,all summer long,kid rock,5rX6C5QVvvZB7XckETNych
748,can’t help but wait,trey songz,5k3VjTwIsOjQ2woGz3Yx71
749,in love with a girl,gavin degraw,3zcmWxxUA7Em7X3IBqZGUo
750,my life,the game feat. lil wayne,4GXH9A6fzuE0MNtqtzjhLg
751,i remember,keyshia cole,1dObJGQUgJ7tWxJ0byON6W
752,flashing lights,kanye west feat. dwele,31I3Rt1bPa2LrE74DdNizO
753,mrs. officer,lil wayne feat. bobby valentino & kidd kidd,0EHR9OObFtjlhQB8wSt1m7
754,7 things,miley cyrus,5ecZWU5uQOiCVSnPxBZNmT
755,you’re gonna miss this,trace adkins,7Efs0OIW6zgQyH7ehKZYpN
756,love remains the same,gavin rossdale,5iqk123OZlVkvSiTRiz4p5
757,feels like tonight,daughtry,2tVCFmn2zKg2wGXS1TCIIA
758,addicted,saving abel,3pxCXv0NACYfYnLjFcQW5D
759,into the night,santana feat. chad kroeger,5Hv1QAbRWrUSUHaT0CmnMS
760,heaven sent,keyshia cole,2E90KUsor4U2abOJGFKtfx
761,she got it,2 pistols feat. t-pain and tay dizm,7KrlNS2VqiNNJ82RMQdxBn
762,boom boom pow,the black eyed peas,7xRNsqOQOgWbHV1nbXnfXN
763,poker face,lady gaga,5R8dQOPq8haW94K7mgERlO
764,just dance,lady gaga feat. colby o’donis,2x7MyWybabEz6Y6wvHuwGE
765,i gotta feeling,the black eyed peas,4vp2J1l5RD4gMZwGFLfRAu
766,right round,flo rida,3GpbwCm3YxiWDvy29Uo3vP
767,single ladies (put a ring on it),beyonce,5R9a4t5t5O0IsznsrKPVro
768,heartless,kanye west,4EWCNWgDS8707fNSZ1oaA5
769,gives you hell,the all-american rejects,6ihL9TjfRjadfEePzXXyVF
770,you belong with me,taylor swift,1qrpoAMXodY6895hGKoUpA
771,dead and gone,t.i. feat. justin timberlake,7IhsLJMqdxoo7YAZjaSMru
772,you found me,the fray,4IoYz8XqqdowINzfRrFnhi
773,use somebody,kings of leon,5VGlqQANWDKJFl0MBG3sg2
774,knock you down,keri hilson feat. kanye west and ne-yo,58FUwmyGUqkt53YPUcm7cJ
775,blame it,jamie foxx feat. t-pain,24dgtcXzkTGKWbIeBxWKhl
776,i know you want me (calle ocho),pitbull,5RzFJd6W40SDTyZkX6xx45
777,kiss me thru the phone,soulja boy tell ’em feat. sammie,2q4rjDy9WhaN3o9MvDbO21
778,down,jay sean feat. lil wayne,6cmm1LMvZdB5zsCwX5BjqE
779,the climb,miley cyrus,0V8FYVlBFuXXTIvRnMbZyS
780,best i ever had,drake,3QLjDkgLh9AOEHlhQtDuhs
781,my life would suck without you,kelly clarkson,4Dm32oO01YpIubCHaAtKkN
782,halo,beyonce,4JehYebiI9JE8sR8MisGVb
783,hot n cold,katy perry,1y4eb6hmAvsqlDOl3fx9kk
784,second chance,shinedown,0CwYG1UnRmOx8Q1EzElCIL
785,circus,britney spears,7jk7gqyEonmVVYahZN5zhW
786,day ‘n’ nite,kid cudi,5FEXPoPnzueFJQCPRIrC3c
787,party in the u.s.a.,miley cyrus,5Q0Nhxo0l2bP3pNjpGJwV1
788,don’t trust me,3oh!3,5jzX4dWVQeBTtfBaXnMRt5
789,run this town,"jay-z, rihanna and kanye west",7LR85XLWw2yXqKBSI5brbG
790,fire burning,sean kingston,2oENJa1T33GJ0w8dC167G4
791,whatcha say,jason derulo,67T6l4q3zVjC5nZZPXByU8
792,lovegame,lady gaga,0TcJ7QWpggdSg8t0fHThHm
793,waking up in vegas,katy perry,6fvxos1qSHrIgOkKw4dhWS
794,birthday sex,jeremih,16XNk3bVCSHXN1rlwbXtHb
795,sober,p!nk,733ncRLzZQT5UtSPg1QmPc
796,womanizer,britney spears,4fixebDZAVToLbUCuEloa2
797,obsessed,mariah carey,3IcIIZMMS7UArJJPtEHXG8
798,mad,ne-yo,6Hn9Uc1mMNfqChXU3txNke
799,good girls go bad,cobra starship feat. leighton meester,7kMfu3KUydmrFVGEAhjtyl
800,hotel room service,pitbull,6Rb0ptOEjBjPPQUlQtQGbL
801,crack a bottle,"eminem, dr. dre and 50 cent",4dK00wCxlqWEeN8BoM1BHT
802,if i were a boy,beyonce,26NX1wPt1TRCH536yocd6i
803,turning me on,keri hilson feat. lil wayne,1jEtDqwYCKpR0mlrMrrITx
804,i hate this part,the pussycat dolls,3tSuRiNgJmMqmYR23dCqnR
805,gotta be somebody,nickelback,06T10fEzN8ZCcqzQZYA184
806,please don’t leave me,p!nk,2gnZad0pb6QtUqMLTj2AjI
807,paparazzi,lady gaga,7Hqig8kp32q2Ire3ECQvWM
808,beautiful,akon feat. colby o’donis and kardinal offishall,7rv0UuxMX7CpUUwEE1jVrd
809,viva la vida,coldplay,1mea3bSkSGXuIRvnydlB5b
810,right now (na na na),akon,1ARJhjuI6TNYZCxYygFQ4F
811,battlefield,jordin sparks,1Nme6K1PYAh7p7uygyuRdf
812,sugar,flo rida feat. wynter,4shgvM4ClrZeDiflNJwlGd
813,fireflies,owl city,3DamFFqW32WihKkTVlwTYQ
814,new divide,linkin park,6Wx88Mv6b9ofjKMKkdwOJd
815,empire state of mind,jay-z + alicia keys,2igwFfvr1OAGX9SKDCPBwO
816,no surprise,daughtry,6q4XLE5WeOBWftoc9gTl2P
817,she wolf,shakira,4cS2HQ6jK80vqdY9ofpztx
818,break up,mario feat. gucci mane and sean garrett,0fg5kqe7gKnntvvAxjXJhC
819,sweet dreams,beyonce,4uDhts78RdwIDjEqPrYVKp
820,every girl,young money,6klZDCEsQzMELAPyovvpUw
821,fallin’ for you,colbie caillat,1le5KVGTF1xWf2aUj7ruLy
822,untouched,the veronicas,0KlahhzNb98zyN83Vwae0l
823,if today was your last day,nickelback,4QJLKU75Rg4558f4LbDBRi
824,throw it in the bag,fabolous feat. the-dream,6c0GmyBsE7mQtrVvxJaWc3
825,love drunk,boys like girls,20X9OeC606XNwEtDBOym5u
826,i love college,asher roth,1akgiRM3mN2nxu2AX6ACCW
827,if u seek amy,britney spears,2hdy9Wt9qp7M7d0U3ossu2
828,big green tractor,jason aldean,4KAzYqfcijCSZa2P3etHoM
829,white horse,taylor swift,5YL553x8sHderRBDlm3NM3
830,21 guns,green day,64yrDBpcdwEdNY9loyEGbX
831,turn my swag on,soulja boy tell’em,6ATrsVaZT7XjkCynxM8cTS
832,rockin’ that thang,the-dream,3oJJ1dQBxiFYGMQSe2SluG
833,chicken fried,zac brown band,0LQtEJt7x0s6knb6RKdRYc
834,diva,beyonce,5Ssv6DaKrW0HczVqx6zXdl
835,replay,iyaz,5vlEg2fT4cFWAqU5QptIpQ
836,then,brad paisley,3XKbdb9GB6u3hsnUklQTav
837,her diamonds,rob thomas,3LtwmK1OfN0dGs9jf3qSjn
838,how do you sleep?,jesse mccartney feat. ludacris,3jkdQNkDTxxXtjSO4l0o1H
839,3,britney spears,6pymOcrCnMuCWdgGVTvUgP
840,forever,"drake feat. kanye west, lil wayne and eminem",6HSqyfGnsHYw9MmIpa9zlZ
841,one time,justin bieber,6eDApnV9Jdb1nYahOlbbUh
842,i run to you,lady antebellum,2YVCkTYJpv5jelYrHYoEG8
843,i do not hook up,kelly clarkson,2I5CPUnMIKjEXeg61OI9uV
844,green light,john legend feat. andre 3000,72by3Re4C3eVEBXvsUo0zV
845,people are crazy,billy currington,5JnLiuMgRAWoHYOhatFP3s
846,whatever it is,zac brown band,33kKQSeqM2ecEcKF0LNSRT
847,already gone,kelly clarkson,4fq2YUONcgrCJ2SPndSeKC
848,goodbye,kristinia debarge,5myYDbAurm1CW038qd4gL2
849,say hey (i love you),michael franti and spearhead feat. cherine anderson,7BakrgULQePsPDnSsAxsMg
850,pop champagne,jim jones and ron browz feat. juelz santana,5lrOsw7J8R7shum7A4j36t
851,pretty wings,maxwell,22NLm3IIR9NLG0cUYtmHMW
852,never say never,the fray,57uX2vR9j9DNiANDYfXw1i
853,tik tok,ke$ha,0HPD5WQqrq7wPWR7P7Dw1i
854,need you now,lady antebellum,11EX5yhxr9Ihl3IN1asrfK
855,"hey, soul sister",train,4HlFJV71xXKIGcU3kRyttv
856,california gurls,katy perry feat. snoop dogg,3glgou0Tu1wEYeo5Lt87In
857,omg,usher feat. will.i.am,1bM50INir8voAkVoKuvEUI
858,airplanes,b.o.b feat. hayley williams,6lV2MSQmRIkycDScNtrBXO
859,love the way you lie,eminem feat. rihanna,15JINEqzVMv3SvJTAXAKED
860,bad romance,lady gaga,0SiywuOBRcynK0uKGWdCnn
861,dynamite,taio cruz,2CEgGE6aESpnmtfiZwYlbV
862,break your heart,taio cruz feat. ludacris,7ElF5zxOwYP4qVSWVvse3W
863,nothin’ on you,b.o.b feat. bruno mars,59dLtGBS26x7kc0rHbaPrq
864,i like it,enrique iglesias feat. pitbull,4nVyHATevhl5RC6Qmoko5H
865,bedrock,young money feat. lloyd,3iL2l5gUqyPS6vDwJFgJTR
866,in my head,jason derulo,5BoIP8Eha5hwmRVURkC2Us
867,rude boy,rihanna,60jzFy6Nn4M0iD1d94oteF
868,telephone,lady gaga feat. beyonce,4I3YOooM15HkKZVFTEZms5
869,teenage dream,katy perry,55qBw1900pZKfXJ6Q9A2Lc
870,just the way you are,bruno mars,7BqBn9nzAq8spo5e7cZ0dJ
871,cooler than me,mike posner,2V4bv1fNWfTcyRJKmej6Sj
872,imma be,black eyed peas,5OiLJ8tjUPFiPX2gVM8fxJ
873,empire state of mind,jay-z and alicia keys,2igwFfvr1OAGX9SKDCPBwO
874,dj got us fallin’ in love,usher feat. pitbull,4356Typ82hUiFAynbLYbPn
875,billionaire,travie mccoy feat. bruno mars,2M9ULmQwTaTGmAdXaXpfz5
876,not afraid,eminem,7Ie9W94M7OjPoZVV216Xus
877,sexy chick,david guetta feat. akon,4MKzCHlZvkwJOQRNkdw4zq
878,breakeven,the script,285hMzLhJwHVLe9QT9qilk
879,your love is my drug,ke$ha,6vc2Jq2vaGu8z326kSrw92
880,i gotta feeling,black eyed peas,4vp2J1l5RD4gMZwGFLfRAu
881,say aah,trey songz feat. fabolous,2fQ6sBFWaLv2Gxos4igHLy
882,find your love,drake,4BycRneKmOs6MhYG9THsuX
883,alejandro,lady gaga,1HHeOs6zRdF8Ck58easiAY
884,ridin’ solo,jason derulo,6BaxqcoEM9r3LXisTyJjST
885,just a dream,nelly,3ZdJffjzJWFimSQyxgGIxN
886,how low,ludacris,1WtTLtofvcjQM3sXSMkDdX
887,like a g6,far east movement feat. the cataracs and dev,4DvhkX2ic4zWkQeWMwQ2qf
888,carry out,timbaland feat. justin timberlake,2DHc2e5bBn4UzY0ENVFrUl
889,haven’t met you yet,michael buble,49EfyreLxZ4lLVkUXScAem
890,club can’t handle me,flo rida feat. david guetta,6ebkx7Q5tTxrCxKq4GYj0Y
891,bulletproof,la roux,3kMrazSvILsgcwtidZd1Qd
892,whatcha say,jason derulo,67T6l4q3zVjC5nZZPXByU8
893,baby,justin bieber feat. ludacris,6epn3r7S14KUqlReYr77hA
894,whataya want from me,adam lambert,2rDwdvBma1O1eLzo29p2cr
895,mine,taylor swift,0dBW6ZsW8skfvoRfgeerBF
896,only girl (in the world),rihanna,2ENexcMEMsYk0rVJigVD3i
897,live like we’re dying,kris allen,1HfxPaJggVwFsvOtHbVzMz
898,hard,rihanna feat. jeezy,3YJkAQNEhmCZGLdmPsu6Ye
899,young forever,jay-z and mr. hudson,35srNkJVToAzYiZzron1FY
900,blah blah blah,ke$ha feat. 3oh!3,7lWUJpax919G4JdaFEVmCy
901,bottoms up,trey songz feat. nicki minaj,4AYX69oFP3UOS1CFmV9UfO
902,do you remember,jay sean feat. sean paul & lil jon,6A5NlmBCsCGbJ27jHQgKV5
903,all the right moves,onerepublic,5XRHGXut00SrJUFmcn2lQF
904,according to you,orianthi,72phhQtfwZcRweweRxxkmU
905,my chick bad,ludacris feat. nicki minaj,3bMNprrp2JDKZsGbiXpsJl
906,meet me halfway,black eyed peas,0xfpx7AiwgSKEtjotea2L6
907,take it off,ke$ha,0WCiI0ddWiu5F2kSHgfw5S
908,over,drake,6BdgtqiV3oXNqBikezwdvC
909,animal,neon trees,1fBl642IhJOE5U319Gy2Go
910,misery,maroon 5,6KBYk8OFtod7brGuZ3Y67q
911,magic,b.o.b feat. rivers cuomo,5uHYcK0nbEYgRaFTY5BqnP
912,tie me down,new boyz feat. ray j,4faiJXyBflUVVOOE9fxbeg
913,your love,nicki minaj,1w6kG4Rc29m5EherbvpkF5
914,party in the u.s.a.,miley cyrus,5Q0Nhxo0l2bP3pNjpGJwV1
915,deuces,chris brown feat. tyga and kevin mccall,6wN4nT2qy3MQc098yL3Eu9
916,impossible,shontelle,45EDI3rk0f4cAMt9f8b56R
917,two is better than one,boys like girls feat. taylor swift,1MaqkdFNIKPdpQGDzme5ss
918,my first kiss,3oh!3 feat. ke$ha,17tDv8WA8IhqE8qzuQn707
919,rock that body,black eyed peas,5K5LbSTVuKKe1KGMNfBgIW
920,secrets,onerepublic,1NhPKVLsHhFUHIOZ32QnS2
921,naturally,selena gomez and the scene,1YaVmBh7EAeR54FIjuFcb5
922,un-thinkable (i’m ready),alicia keys,4JOP8ELK6AaeySe7sKe996
923,all i do is win,"dj khaled feat. t-pain, ludacris, snoop dogg and rick ross",12PNcnMsjsZ3eHm62t8hiy
924,i made it (cash money heroes),"kevin rudolf feat. birdman, jay sean, & lil wayne",6H2wnX7ytNeCKERIVqCwgs
925,stuck like glue,sugarland,0JcKdUGNR7zI4jJDLyYXbi
926,hey daddy (daddy’s home),usher feat. plies,1kLYMOFEzQX9PgdKB7VkSL
927,there goes my baby,usher,6IUiqtI8tE49sqGbmtrNd8
928,today was a fairytale,taylor swift,2JoJrsEV15OzbijS47lids
929,say something,timbaland feat. drake,7qje9qxLncMESiPeI27SAn
930,use somebody,kings of leon,5VGlqQANWDKJFl0MBG3sg2
931,undo it,carrie underwood,1Fo2N5iXRi37maMboaig7O
932,eenie meenie,sean kingston and justin bieber,45O0tUN9Bh6LH4eNxQ07AT
933,right above it,lil wayne feat. drake,1kMuU3TNQvHbqvXCWBodmP
934,the house that built me,miranda lambert,02eD9ymfJOJOhM97HYp5R9
935,if i die young,the band perry,4u26EevCNXMhlvE1xFBJwX
936,the only exception,paramore,7JIuqL4ZqkpfGKQhYlrirs
937,american honey,lady antebellum,4xInIiKipU1mtUogJ3ZdYr
938,king of anything,sara bareilles,3VA8T3rNy5V24AXxNK5u9E
939,life after you,daughtry,70NGpcNvhI2hqonWNAETIu
940,smile,uncle kraker,4ZC8hXXqu2hPcDLw9QTdtQ
941,teach me how to dougie,cali swag district,61LtVmmkGr8P9I2tSPvdpf
942,try sleeping with a broken heart,alicia keyes,1yK9LISg5uBOOW5bT2Wm0i
943,"lover, lover",jerrod niemann,5UzU0qw21okODBNUnxptVo
944,rolling in the deep,adele,1c8gk2PeTE04A1pIDH9YMk
945,party rock anthem,lmfao feat. lauren bennett & goonrock,0IkKz2J93C94Ei4BvDop7P
946,firework,katy perry,4lCv7b86sLynZbXhfScfm2
947,e.t.,katy perry feat. kanye west,4z8ssgZfs5TzKiO8HaGWXO
948,give me everything,"pitbull feat. ne-yo, afrojack & nayer",4QNpBfC0zvjKqPJcyqBy9W
949,grenade,bruno mars,2tJulUYLDKOg9XrtVkMgcJ
950,fuck you,cee lo green,4ycLiPVzE5KamivXrAzGFG
951,super bass,nicki minaj,3hlksXnvbKogFdPbpO9vel
952,moves like jagger,maroon 5 feat. christina aguilera,7LcfRTgAVTs5pQGEQgUEzN
953,just can’t get enough,the black eyed peas,3JA9Jsuxr4xgHXEawAdCp4
954,on the floor,jennifer lopez feat. pitbull,4htjXtjySdVDU6QRPOGgg9
955,s&m,rihanna,7ySUcLPVX7KudhnmNcgY2D
956,pumped up kicks,foster the people,7w87IxuO7BDcJ3YUqCyMTT
957,last friday night (t.g.i.f.),katy perry,455AfCsOhhLPRc68sE01D8
958,tonight,enrique iglesias,3rDFqo8yv93PtTmdOYOPzX
959,raise your glass,p!nk,1gv4xPanImH17bKZ9rOveR
960,born this way,lady gaga,6r2BECwMgEoRb5yLfp0Hca
961,f**kin’ perfect,p!nk,3MGJF1CDFGfjXESL2Heva0
962,what’s my name?,rihanna feat. drake,6DkXLzBQT7cwXmTyzAB1DJ
963,look at me now,chris brown feat. lil wayne & busta rhymes,3hsmbFKT5Cujb5GQjqEU39
964,down on me,jeremih feat. 50 cent,0x3TibRgnSqzkcwrqBd4iX
965,how to love,lil wayne,36IZGm2IuECLTxMKa9qajO
966,someone like you,adele,1zwMYTA5nlNjZxYrvBB2pV
967,good life,onerepublic,6OtCIsQZ64Vs1EbzztvAv4
968,the lazy song,bruno mars,1ExfPZEiahqhLyajhybFeS
969,till the world ends,britney spears,38iU2jg98IZZEIJPrP7aWD
970,the show goes on,lupe fiasco,4NTWZqvfQTlOMitlVn6tew
971,the edge of glory,lady gaga,0JNdS1n0ifOP25XvhwAMgM
972,we r who we r,ke$ha,3LUWWox8YYykohBbHUrrxd
973,black and yellow,wiz khalifa,5A6OHHy73AR5tLxgTc98zz
974,tonight tonight,hot chelle rae,2i0AUcEnsDm3dsqLrFWUCq
975,blow,ke$ha,3pYDZTJM2tVBUhIRifWVzI
976,lighters,bad meets evil feat. bruno mars,5zpDHEU12zATwLGvozxPw2
977,if i die young,the band perry,4u26EevCNXMhlvE1xFBJwX
978,stereo hearts,gym class heroes feat. adam levine,0qOnSQQF0yzuPWsXrQ9paz
979,the time (dirty bit),the black eyed peas,7vWFaMq63AwkFDhS2OAg5u
980,coming home,diddy – dirty money feat. skylar grey,6Iocm6VMu6bVNYwiDoyQFW
981,hey baby (drop it to the floor),pitbull feat. t-pain,3rfhI32Il2hVRKDkuGeeen
982,6 foot 7 foot,lil wayne feat. cory gunz,6BCs8vxnGgKL9eMCOrG2wm
983,just a kiss,lady antebellum,2OXidlnDThZR3zf36k6DVL
984,dirt road anthem,jason aldean,2qYsSHsYkihWx043HVJQRV
985,no hands,waka flocka flame feat. roscoe dash & wale,03tqyYWC9Um2ZqU0ZN849H
986,i wanna go,britney spears,5cCAZS9VhLGEDV4NCfieeg
987,i’m on one,"dj khaled feat. drake, rick ross & lil wayne",608a1wIsSd5KzMEqm1O7w3
988,you make me feel…,cobra starship feat. sabi,16Of7eeW44kt0a1M0nitHM
989,yeah 3x,chris brown,2QtxlzvSBONjs1bDC34ixs
990,moment 4 life,nicki minaj feat. drake,1ia019RqDK2o4QiANR1Dyn
991,i need a doctor,dr. dre feat. eminem & skylar grey,70ATm56tH7OrQ1zurYssz0
992,motivation,kelly rowland feat. lil wayne,2fBTNsCVhHi2TjlS2RXO8G
993,stereo love,edward maya & vika jigulina,1AguHaKOuggrVTebp7cZEI
994,jar of hearts,christina perri,0HZhYMZOcUzZKSFwPOti6m
995,roll up,wiz khalifa,53DB6LJV9B8sz0p1s6tlGS
996,sexy and i know it,lmfao,0obBFrPYkSoBJbvHfUIhkv
997,rocketeer,far*east movement feat. ryan tedder,45sDIKapDyxPl307QpEAwl
998,all of the lights,kanye west,22L7bfCiAkJo5xGSQgmiIO
999,hold it against me,britney spears,7Dyq1bhhjknLKEGg4k5NLr
1000,more,usher,0aBKFfdyOD1Ttvgv0cfjjJ
1001,what the hell,avril lavigne,2z4U9d5OAA4YLNXoCgioxo
1002,written in the stars,tinie tempah feat. eric turner,61HQWI1Woxup7CnGwVUsdI
1003,dj got us fallin’ in love,usher feat. pitbull,4356Typ82hUiFAynbLYbPn
1004,for the first time,the script,09ZcYBGFX16X8GMDrvqQwt
1005,honey bee,blake shelton,0gY2iq0xJPRoIB1PScKSw4
1006,don’t you wanna stay,jason aldean with kelly clarkson,7CZiLgkiVHhFcDkI2Y4lZ4
1007,we found love,rihanna feat. calvin harris,6qn9YLKt13AGvpq9jfO8py
1008,pretty girl rock,keri hilson,2Adn2LNgkHMH5TelQVAu4n
1009,you and i,lady gaga,6rkAY9rk1NTFB94QxG3LJR
1010,like a g6,far*east movement feat. cataracs & dev,4DvhkX2ic4zWkQeWMwQ2qf
1011,without you,david guetta feat. usher,1tAutlhI9FwnKn7fVgmd5P
1012,back to december,taylor swift,3DrjZArsPsoqbLzUZZV1Id
1013,crazy girl,eli young band,1nVLAEzhBXMJLR5zAl90Nl
1014,cheers (drink to that),rihanna,3DDBW9yeXc0RQUAOBeKYti
1015,who says,selena gomez & the scene,3TcL0dyCMyr0kyTTc4NLgI
1016,barefoot blue jean night,jake owen,3ts6xK5GzfMAAriT9AIBmP
1017,knee deep,zac brown band feat. jimmy buffett,60IGhnH20N82dNxKnc8jDd
1018,country girl (shake it for me),luke bryan,0yD66650JxhqKbW76C2qCo
1019,remind me,brad paisley with carrie underwood,4ABua0yuWcpTotImEEJTaw
1020,in the dark,dev,1pbHy9VBpSyZh56xuujZz0
1021,backseat,new boyz feat. the cataracs & dev,4dWjQ3wEfW6KPaaxCoaPH4
1022,headlines,drake,6LxSe8YmdPxy095Ux6znaQ
1023,best thing i never had,beyonce,3lBRNqXjPp2j3JMTCXDTNO
1024,don’t wanna go home,jason derulo,1r3myKmjWoOqRip99CmSj1
1025,where them girls at,david guetta feat. flo rida & nicki minaj,63rbP24OzfaQCJjsHWZXnY
1026,she ain’t you,chris brown,3dhvQUA0NyrAea4vQ7X6Gn
1027,take a back road,rodney atkins,7B6m8tHAYZsOKOKMU5SR2n
1028,please don’t go,mike posner,6jg5SRvdGxvJ0DzNV0UqEK
1029,sure thing,miguel,0JXXNGljqupsJaZsgSbMZV
1030,price tag,jessie j feat. b.o.b,5mvKuE9Lf9ARVXVXA32kK9
1031,god gave me you,blake shelton,0w9LJae3sVlZlH2CnxTInF
1032,she will,lil wayne feat. drake,5eEj1vkMIqtmvaTk7cS4UC
1033,are you gonna kiss me or not,thompson square,2TAcwD5KcV9uY3O1tLGV15
1034,you and tequila,kenny chesney feat. grace potter,1t2hJFgJyUPD2crOafMUEk
1035,colder weather,zac brown band,3U8dHeggJ8IBe0UCb1gbyB
1036,my last,big sean feat. chris brown,17ORpMdUDWQasmjYzBwG8K
1037,somebody that i used to know,gotye feat. kimbra,0RtMRbaqeadQFvlYxcAczv
1038,call me maybe,carly rae jepsen,3TGRqZ0a2l1LRblBkJoaDx
1039,we are young,fun. feat. janelle monae,7a86XRg84qjasly9f6bPSD
1040,payphone,maroon 5 feat. wiz khalifa,1LmN9SSHISbtp9LoaR5ZVJ
1041,lights,ellie goulding,5aTsxlQlq0vIedDWZoqMWN
1042,glad you came,the wanted,5yDL13y5giogKs2fSNf7sj
1043,stronger (what doesn’t kill you),kelly clarkson,6D60klaHqbCl9ySc8VcRss
1044,we found love,rihanna feat. calvin harris,6qn9YLKt13AGvpq9jfO8py
1045,starships,nicki minaj,1oHNvJVbFkexQc0BpQp7Y4
1046,what makes you beautiful,one direction,4cluDES4hQEUhmXj6TXkSo
1047,wild ones,flo rida feat. sia,1NpW5kyvO4XrNJ3rnfcNy3
1048,set fire to the rain,adele,73CMRj62VK8nUS4ezD2wvi
1049,some nights,fun.,6t6oULCRS6hnI7rm0h5gwl
1050,wide awake,katy perry,5JLv62qFIS1DR3zGEcApRt
1051,good feeling,flo rida,2LEF1A8DOZ9wRYikWgVlZ8
1052,whistle,flo rida,3bC1ahPIYt1btJzSSEyyrF
1053,one more night,maroon 5,4XNrMwGx1SqP01sqkGTDmo
1054,drive by,train,0KAiuUOrLTIkzkpfpn9jb9
1055,the motto,drake feat. lil wayne,4Kz4RdRCceaA9VgTqBhBfa
1056,where have you been,rihanna,5WQQIDU3HRaMyPkob8mpFb
1057,everybody talks,neon trees,2iUmqdfGZcHIhS3b9E9EWq
1058,take care,drake feat. rihanna,124NFj84ppZ5pAxTuVQYCQ
1059,titanium,david guetta feat. sia,0lHAMNU8RGiIObScrsRgmP
1060,i won’t give up,jason mraz,53QF56cjZA9RTuuMZDrSA6
1061,it will rain,bruno mars,0RUGuh2uSNFJpGMSsD1F5C
1062,mercy,"kanye west, big sean, pusha t, 2 chainz",4qikXelSRKvoCqFcHLB2H2
1063,boyfriend,justin bieber,3UGIZ8qcrMTwzLbx6Kttqt
1064,too close,alex clare,4sK96UnGx3NjBaqvfTG2dm
1065,part of me,katy perry,1nZzRJbFvCEct3uzu04ZoL
1066,"young, wild & free",snoop dogg and wiz khalifa feat. bruno mars,5HQVUIKwCEXpe7JIHyY734
1067,we are never ever getting back together,taylor swift,5YqltLsjdqFtvqE7Nrysvs
1068,as long as you love me,justin bieber feat. big sean,0pwYLVXVknPSGUQb39cePC
1069,turn me on,david guetta feat. nicki minaj,6JOlNkT0QdHeZB0wPbI9IR
1070,blow me (one last kiss),p!nk,4k80K0b6KZ2QjAYkXON7q6
1071,good time,owl city and carly rae jepsen,6LZmBv0ljDZbsFI01sQ6fN
1072,give your heart a break,demi lovato,3sP3c86WFjOzHHnbhhZcLA
1073,ni**as in paris,jay z and kanye west,2KpCpk6HjXXLb7nnXoXA5O
1074,the one that got away,katy perry,3oL3XRtkP1WVbMxf7dtTdu
1075,feel so close,calvin harris,1gihuPhrLraKYrJMAEONyc
1076,scream,usher,12eMQUn2GzfsfsQLH53M19
1077,rack city,tyga,0srwKuJPH8yBzzFUJMBQM2
1078,domino,jessie j,6MAdEUilV2p9RQUqE5bMAK
1079,gangnam style,psy,03UrZgTINDqvnUMbbIMhql
1080,international love,pitbull feat. chris brown,62zFEHfAYl5kdHYOivj4BC
1081,home,phillip phillips,4rsW3WCZBGwhHfJWuHRwyT
1082,ass back home,gym class heroes feat. neon hitch,3bfqkspKABT4pPicm6wC9F
1083,wanted,hunter hayes,0p1BcEcYVO3uk4KDf3gzkY
1084,drunk on you,luke bryan,3b7CDTKB0SRTmQ6ytYi5vZ
1085,no lie,2 chainz feat. drake,6j9iyrrmqWlQZ5SD1hSTaq
1086,want u back,cher lloyd,6E11E0lT5Zy7yb6iT3y8DN
1087,don’t wake me up,chris brown,18VfHIPaCo0s6FTi1Fnp6T
1088,dance (a$$),big sean feat. nicki minaj,3WnWm2WUgfyPFVpV36JJNV
1089,springsteen,eric church,05ZACkzW8YbRq3eFgIfSNB
1090,brokenhearted,karmin,4urcG6Nfubqsuqy3juMjBi
1091,not over you,gavin degraw,6j7hih15xG2cdYwIJnQXsq
1092,back in time,pitbull,3eQlGeyuSibgAGPEJugaDW
1093,work out,j. cole,2wAJTrFhCnQyNSD3oUgTZO
1094,rumour has it,adele,2A73XBDBQgmdXO8VsXPWIs
1095,let’s go,calvin harris feat. ne-yo,4wkQmYpAaMe41Rc3sYZ7Vz
1096,good girl,carrie underwood,20DfkHC5grnKNJCzZQB6KC
1097,pontoon,little big town,2Gy3XMLbBxACZ4tXdFRGr7
1098,ho hey,the lumineers,0W4Kpfp1w2xkY3PrV714B7
1099,paradise,coldplay,6nek1Nin9q48AVZcWs9e9D
